T,X,Y,Z
5.7621600600016667e+04,-4.6809382755840313e+08,3.7031214226337147e+08,0.0000000000000000e+00
5.7626600738909416e+04,-4.6814420933485943e+08,3.7032705136251003e+08,0.0000000000000000e+00
5.7631600877802157e+04,-4.6819458902387422e+08,3.7034195881036997e+08,0.0000000000000000e+00
5.7636601016694913e+04,-4.6824496662573344e+08,3.7035686460728937e+08,0.0000000000000000e+00
5.7641601155587654e+04,-4.6829534214072126e+08,3.7037176875360525e+08,0.0000000000000000e+00
5.7646601294480410e+04,-4.6834571556912518e+08,3.7038667124965614e+08,0.0000000000000000e+00
5.7651601433373151e+04,-4.6839608691123545e+08,3.7040157209578055e+08,0.0000000000000000e+00
5.7656601572265907e+04,-4.6844645616733623e+08,3.7041647129231572e+08,0.0000000000000000e+00
5.7661601711158648e+04,-4.6849682333771414e+08,3.7043136883959919e+08,0.0000000000000000e+00
5.7666601850051389e+04,-4.6854718842265320e+08,3.7044626473796773e+08,0.0000000000000000e+00
5.7671601988944138e+04,-4.6859755142244524e+08,3.7046115898776025e+08,0.0000000000000000e+00
5.7676602127836879e+04,-4.6864791233737260e+08,3.7047605158931297e+08,0.0000000000000000e+00
5.7681602266729635e+04,-4.6869827116772264e+08,3.7049094254296333e+08,0.0000000000000000e+00
5.7686602405622376e+04,-4.6874862791377968e+08,3.7050583184904772e+08,0.0000000000000000e+00
5.7691602544515132e+04,-4.6879898257583302e+08,3.7052071950790435e+08,0.0000000000000000e+00
5.7696602683407873e+04,-4.6884933515416867e+08,3.7053560551986986e+08,0.0000000000000000e+00
5.7701602822300629e+04,-4.6889968564907098e+08,3.7055048988528037e+08,0.0000000000000000e+00
5.7706602961193370e+04,-4.6895003406082350e+08,3.7056537260447204e+08,0.0000000000000000e+00
5.7711603100086111e+04,-4.6900038038971674e+08,3.7058025367778254e+08,0.0000000000000000e+00
5.7716603238978867e+04,-4.6905072463603520e+08,3.7059513310554802e+08,0.0000000000000000e+00
5.7721603377871608e+04,-4.6910106680006355e+08,3.7061001088810450e+08,0.0000000000000000e+00
5.7726603516764357e+04,-4.6915140688208610e+08,3.7062488702578783e+08,0.0000000000000000e+00
5.7731603655657098e+04,-4.6920174488239205e+08,3.7063976151893508e+08,0.0000000000000000e+00
5.7736603794549854e+04,-4.6925208080126530e+08,3.7065463436788166e+08,0.0000000000000000e+00
5.7741603933442595e+04,-4.6930241463898998e+08,3.7066950557296306e+08,0.0000000000000000e+00
5.7746604072335351e+04,-4.6935274639585125e+08,3.7068437513451523e+08,0.0000000000000000e+00
5.7751604211228092e+04,-4.6940307607213837e+08,3.7069924305287474e+08,0.0000000000000000e+00
5.7756604350120848e+04,-4.6945340366813308e+08,3.7071410932837617e+08,0.0000000000000000e+00
5.7761604489013589e+04,-4.6950372918412191e+08,3.7072897396135545e+08,0.0000000000000000e+00
5.7766604627906330e+04,-4.6955405262038684e+08,3.7074383695214683e+08,0.0000000000000000e+00
5.7771604766799079e+04,-4.6960437397721779e+08,3.7075869830108708e+08,0.0000000000000000e+00
5.7776604905691820e+04,-4.6965469325489801e+08,3.7077355800851077e+08,0.0000000000000000e+00
5.7781605044584576e+04,-4.6970501045371151e+08,3.7078841607475281e+08,0.0000000000000000e+00
5.7786605183477317e+04,-4.6975532557394147e+08,3.7080327250014746e+08,0.0000000000000000e+00
5.7791605322370073e+04,-4.6980563861587703e+08,3.7081812728503078e+08,0.0000000000000000e+00
5.7796605461262814e+04,-4.6985594957980013e+08,3.7083298042973667e+08,0.0000000000000000e+00
5.7801605600155570e+04,-4.6990625846599579e+08,3.7084783193459976e+08,0.0000000000000000e+00
5.7806605739048311e+04,-4.6995656527474630e+08,3.7086268179995406e+08,0.0000000000000000e+00
5.7811605877941052e+04,-4.7000687000634050e+08,3.7087753002613497e+08,0.0000000000000000e+00
5.7816606016833808e+04,-4.7005717266106033e+08,3.7089237661347622e+08,0.0000000000000000e+00
5.7821606155726549e+04,-4.7010747323919219e+08,3.7090722156231230e+08,0.0000000000000000e+00
5.7826606294619298e+04,-4.7015777174101526e+08,3.7092206487297601e+08,0.0000000000000000e+00
5.7831606433512039e+04,-4.7020806816681951e+08,3.7093690654580283e+08,0.0000000000000000e+00
5.7836606572404795e+04,-4.7025836251688725e+08,3.7095174658112621e+08,0.0000000000000000e+00
5.7841606711297536e+04,-4.7030865479150176e+08,3.7096658497927940e+08,0.0000000000000000e+00
5.7846606850190292e+04,-4.7035894499094552e+08,3.7098142174059576e+08,0.0000000000000000e+00
5.7851606989083033e+04,-4.7040923311550599e+08,3.7099625686540973e+08,0.0000000000000000e+00
5.7856607127975774e+04,-4.7045951916546547e+08,3.7101109035405415e+08,0.0000000000000000e+00
5.7861607266868530e+04,-4.7050980314110863e+08,3.7102592220686275e+08,0.0000000000000000e+00
5.7866607405761271e+04,-4.7056008504271585e+08,3.7104075242416781e+08,0.0000000000000000e+00
5.7871607544654020e+04,-4.7061036487057501e+08,3.7105558100630331e+08,0.0000000000000000e+00
5.7876607683546761e+04,-4.7066064262496805e+08,3.7107040795360190e+08,0.0000000000000000e+00
5.7881607822439517e+04,-4.7071091830617887e+08,3.7108523326639670e+08,0.0000000000000000e+00
5.7886607961332258e+04,-4.7076119191448772e+08,3.7110005694501919e+08,0.0000000000000000e+00
5.7891608100225014e+04,-4.7081146345018315e+08,3.7111487898980391e+08,0.0000000000000000e+00
5.7896608239117755e+04,-4.7086173291354662e+08,3.7112969940108258e+08,0.0000000000000000e+00
5.7901608378010511e+04,-4.7091200030486107e+08,3.7114451817918772e+08,0.0000000000000000e+00
5.7906608516903252e+04,-4.7096226562440687e+08,3.7115933532445061e+08,0.0000000000000000e+00
5.7911608655795993e+04,-4.7101252887247282e+08,3.7117415083720529e+08,0.0000000000000000e+00
5.7916608794688749e+04,-4.7106279004933745e+08,3.7118896471778250e+08,0.0000000000000000e+00
5.7921608933581490e+04,-4.7111304915528774e+08,3.7120377696651560e+08,0.0000000000000000e+00
5.7926609072474239e+04,-4.7116330619059950e+08,3.7121858758373415e+08,0.0000000000000000e+00
5.7931609211366980e+04,-4.7121356115556359e+08,3.7123339656977236e+08,0.0000000000000000e+00
5.7936609350259736e+04,-4.7126381405045974e+08,3.7124820392496115e+08,0.0000000000000000e+00
5.7941609489152477e+04,-4.7131406487557060e+08,3.7126300964963198e+08,0.0000000000000000e+00
5.7946609628045233e+04,-4.7136431363117892e+08,3.7127781374411643e+08,0.0000000000000000e+00
5.7951609766937974e+04,-4.7141456031756383e+08,3.7129261620874470e+08,0.0000000000000000e+00
5.7956609905830715e+04,-4.7146480493501365e+08,3.7130741704384989e+08,0.0000000000000000e+00
5.7961610044723471e+04,-4.7151504748380840e+08,3.7132221624976248e+08,0.0000000000000000e+00
5.7966610183616212e+04,-4.7156528796423119e+08,3.7133701382681358e+08,0.0000000000000000e+00
5.7971610322508961e+04,-4.7161552637655938e+08,3.7135180977533281e+08,0.0000000000000000e+00
5.7976610461401702e+04,-4.7166576272108448e+08,3.7136660409565383e+08,0.0000000000000000e+00
5.7981610600294458e+04,-4.7171599699808174e+08,3.7138139678810513e+08,0.0000000000000000e+00
5.7986610739187199e+04,-4.7176622920783442e+08,3.7139618785301769e+08,0.0000000000000000e+00
5.7991610878079955e+04,-4.7181645935062355e+08,3.7141097729072195e+08,0.0000000000000000e+00
5.7996611016972696e+04,-4.7186668742673516e+08,3.7142576510154921e+08,0.0000000000000000e+00
5.8001611155865437e+04,-4.7191691343644965e+08,3.7144055128582972e+08,0.0000000000000000e+00
5.8006611294758193e+04,-4.7196713738004774e+08,3.7145533584389305e+08,0.0000000000000000e+00
5.8011611433650934e+04,-4.7201735925780827e+08,3.7147011877606857e+08,0.0000000000000000e+00
5.8016611572543690e+04,-4.7206757907001984e+08,3.7148490008268839e+08,0.0000000000000000e+00
5.8021611711436432e+04,-4.7211779681696004e+08,3.7149967976408100e+08,0.0000000000000000e+00
5.8026611850329180e+04,-4.7216801249891061e+08,3.7151445782057631e+08,0.0000000000000000e+00
5.8031611989221921e+04,-4.7221822611615068e+08,3.7152923425250345e+08,0.0000000000000000e+00
