ID,X,Y,Z,VX,VY,VZ,PART,MASS,RHO,RHO_0,P,E,HSML
1208,4.4445806159734726e+04,-1.0139641015565395e+05,-1.5384705078458181e+04,1.6436864377750680e+01,7.2569542654692896e+00,-1.4912523883785314e+00,1,1.0051219675000000e+16,9.0956271863999996e+02,9.1700000000000000e+02,1.4352849945000000e+06,2.1448363583000001e+05,2.5000000000000000e+04
1209,4.0382419159650803e+04,-8.0702895155668259e+04,-1.2732681778458180e+04,1.3080482367749937e+01,6.5535480454692561e+00,-1.2657926005185314e+00,1,1.0051219675000000e+16,9.0961797377000005e+02,9.1700000000000000e+02,2.6102338895999999e+06,2.1617471786000000e+05,2.5000000000000000e+04
1210,5.5998543159723282e+04,-7.0775679155707359e+04,1.8505591115418356e+03,1.1692539187750299e+01,9.0812893054693404e+00,-1.2681755042585314e+00,1,1.0051219675000000e+16,9.0980539809000004e+02,9.1700000000000000e+02,4.1254014105000002e+06,2.1504737729999999e+05,2.5000000000000000e+04
1211,8.4281298159599304e+04,-7.0743343155741692e+04,-1.3063638428458187e+04,1.1574822487750680e+01,1.3903035235469247e+01,-1.6049889978885314e+00,1,1.0051219675000000e+16,9.0976885761999995e+02,9.1700000000000000e+02,3.4486128306000000e+06,2.1420806836999999e+05,2.5000000000000000e+04
1212,9.1843344159603119e+04,-7.7521796155691147e+04,-2.8305217528458190e+04,1.2539137517750532e+01,1.5165969785469315e+01,-1.7349331191885313e+00,1,1.0051219675000000e+16,9.0966053345000000e+02,9.1700000000000000e+02,2.3075309813000001e+06,2.1412238719000001e+05,2.5000000000000000e+04
1213,1.0306408415961266e+05,-5.5902890155673027e+04,-2.4745708988458180e+04,9.0780466077503661e+00,1.6947896545469234e+01,-1.6957018238685313e+00,1,1.0051219675000000e+16,9.0960372987000005e+02,9.1700000000000000e+02,2.1187172847000002e+06,2.1521480484999999e+05,2.5000000000000000e+04
1214,1.0258210015964508e+05,-4.5466413155674934e+04,-4.5157742418458191e+04,7.1398087977504474e+00,1.7094866355469321e+01,-1.5179988971685314e+00,1,1.0051219675000000e+16,9.0957678828999997e+02,9.1700000000000000e+02,1.9698713744999999e+06,2.1556821437999999e+05,2.5000000000000000e+04
1215,1.0653294415974617e+05,-2.1591860155701637e+04,-4.6661854608458176e+04,3.1699675777508673e+00,1.7744130415469385e+01,-1.3199683383985314e+00,1,1.0051219675000000e+16,9.0973490781999999e+02,9.1700000000000000e+02,3.9590682412999999e+06,2.1659236981000000e+05,2.5000000000000000e+04
1216,1.0384703815984726e+05,-1.9581011557579041e+03,-3.1268133028458164e+04,-5.9997942249538028e-02,1.7392299755469253e+01,-1.2167579962285313e+00,1,1.0051219675000000e+16,9.0948892239999998e+02,9.1700000000000000e+02,1.6092838321000000e+06,2.1706757180000001e+05,2.5000000000000000e+04
1217,9.4414853159666061e+04,2.0155792844295502e+04,-3.6882046288458165e+04,-3.7572000522495728e+00,1.5731945945469306e+01,-9.4925117021853134e-01,1,1.0051219675000000e+16,9.0957161216999998e+02,9.1700000000000000e+02,2.8639312941999999e+06,2.1819942551000000e+05,2.5000000000000000e+04
1218,8.8859721159696579e+04,4.3778318844318390e+04,-3.3216917228458187e+04,-7.5359518122495501e+00,1.4942298765469332e+01,-6.2403325719853142e-01,1,1.0051219675000000e+16,9.0968278045000000e+02,9.1700000000000000e+02,4.2127591085000001e+06,2.1878138232000000e+05,2.5000000000000000e+04
1219,7.7782469159603119e+04,5.6211960844278336e+04,-2.8496025508458173e+04,-9.5223847222496261e+00,1.3094217645469257e+01,-4.7737444469853141e-01,1,1.0051219675000000e+16,9.0964558743999999e+02,9.1700000000000000e+02,4.1683867135999999e+06,2.1971724794999999e+05,2.5000000000000000e+04
1220,5.7931476159811020e+04,4.8745864844322205e+04,-3.6593787028458173e+04,-8.3672820822494032e+00,9.7531890054693804e+00,-3.0551768913853139e-01,1,1.0051219675000000e+16,9.0948576864999995e+02,9.1700000000000000e+02,2.7985073939999999e+06,2.2046185360000000e+05,2.5000000000000000e+04
1221,4.0635771159648895e+04,5.7434080844283104e+04,-3.1366761028458190e+04,-9.7712330822496369e+00,6.7998193154693354e+00,-9.9289424238531376e-02,1,1.0051219675000000e+16,9.0970423062999998e+02,9.1700000000000000e+02,5.1713777758999998e+06,2.2083372821999999e+05,2.5000000000000000e+04
1222,1.5301835159778595e+04,1.0298891284430027e+05,-5.2713125808458164e+04,-1.7567233622249660e+01,2.7136507354692867e+00,3.7566586676146874e-01,1,1.0051219675000000e+16,9.0935075241000004e+02,9.1700000000000000e+02,2.3540034525000001e+06,2.2307111043999999e+05,2.5000000000000000e+04
1223,1.6032747115969658e+05,1.0124847384428978e+05,-6.2936486618458177e+04,-1.7278263412249544e+01,2.7149112585469311e+01,-8.7951504717853135e-01,1,1.0051219675000000e+16,9.0917108722000000e+02,9.1700000000000000e+02,6.9695357221000001e+05,2.2358040057000000e+05,2.5000000000000000e+04
1224,-1.1926232184028625e+05,-1.7747807415568829e+05,-7.4050821528458182e+04,2.7139260087750699e+01,-1.5653642734530763e+01,-1.3612731956485313e+00,1,1.0051219675000000e+16,8.8884205708000002e+02,9.1700000000000000e+02,1.3363643333999999e+06,8.1097576762000006e+05,2.5000000000000000e+04
1225,-1.1755921384024620e+05,9.3720673844337463e+04,4.4411932115418022e+03,-1.5351553512249666e+01,-1.9754533044530604e+01,1.7596774105614685e+00,1,1.0051219675000000e+16,9.0947204695999994e+02,9.1700000000000000e+02,2.9378483209000002e+06,2.2123981080000001e+05,2.5000000000000000e+04
1226,-1.7775021984028816e+05,2.7302180844306946e+04,1.7849855471541814e+04,-4.2612890222499118e+00,-2.9233401864530720e+01,2.4962554435614690e+00,1,1.0051219675000000e+16,9.0933453810000003e+02,9.1700000000000000e+02,9.6464826251000003e+05,2.1967105924999999e+05,2.5000000000000000e+04
1227,-1.4688585084033012e+05,-2.6354113155722618e+04,2.5290031161541818e+04,4.6831209277506787e+00,-2.4148430184530639e+01,2.2200720718614688e+00,1,1.0051219675000000e+16,9.0958220876999997e+02,9.1700000000000000e+02,3.0908093626999999e+06,2.1852806904999999e+05,2.5000000000000000e+04
1228,-1.2740766784024239e+05,-6.9176108155727386e+04,1.4366914231541799e+04,1.1660960127750513e+01,-2.0707305934530609e+01,1.7788947730614686e+00,1,1.0051219675000000e+16,9.0961419820000003e+02,9.1700000000000000e+02,2.8425162607000000e+06,2.1692748402000000e+05,2.5000000000000000e+04
1229,-9.6904765840291977e+04,-8.6083518155694008e+04,6.6267001715418301e+03,1.4353073697750006e+01,-1.5650865554530696e+01,9.1479534056146883e-01,1,1.0051219675000000e+16,9.0955801575999999e+02,9.1700000000000000e+02,2.1487790843000002e+06,2.1659961588000000e+05,2.5000000000000000e+04
1230,-8.4546189840316772e+04,-9.8542508155703545e+04,2.0147756511541840e+04,1.6466155517749939e+01,-1.3837118604530701e+01,6.0520518506146859e-01,1,1.0051219675000000e+16,9.0958944031999999e+02,9.1700000000000000e+02,2.5771353719000001e+06,2.1689506714000000e+05,2.5000000000000000e+04
1231,-8.0645915840387344e+04,-1.0734536615574360e+05,6.0253381415418116e+03,1.7767560717750712e+01,-1.3072273914530683e+01,3.8505766256146856e-01,1,1.0051219675000000e+16,9.0974171187000002e+02,9.1700000000000000e+02,3.7156763369000000e+06,2.1572261107000001e+05,2.5000000000000000e+04
1232,-4.2085862840175629e+04,-1.2046824415564537e+05,-2.7789151845820015e+02,1.9706193187750614e+01,-6.9659728045306792e+00,-6.0221145060853132e-01,1,1.0051219675000000e+16,9.0966540121000003e+02,9.1700000000000000e+02,2.8588012900999999e+06,2.1551504388000001e+05,2.5000000000000000e+04
1233,-2.0260595840215683e+04,-1.2338409215569496e+05,-9.1021390384581755e+03,1.9947831467750802e+01,-3.4667241945306841e+00,-1.0803554545985314e+00,1,1.0051219675000000e+16,9.0957338014000004e+02,9.1700000000000000e+02,1.6991397830999999e+06,2.1491314459000001e+05,2.5000000000000000e+04
1234,-1.4775698401927948e+03,-1.1730038415575027e+05,-8.1148973584581690e+03,1.8965908697750820e+01,-3.7766760453075676e-01,-1.1888161233655314e+00,1,1.0051219675000000e+16,9.0964439073999995e+02,9.1700000000000000e+02,2.6861275388000002e+06,2.1563351402999999e+05,2.5000000000000000e+04
1235,2.0575405159711838e+04,-1.2447216815567017e+05,-9.5650516884581884e+03,2.0078612597750180e+01,3.2420869554692899e+00,-1.6050582589785314e+00,1,1.0051219675000000e+16,9.0966819793000002e+02,9.1700000000000000e+02,2.8077137565000001e+06,2.1529352327999999e+05,2.5000000000000000e+04
1236,3.5541283159732819e+04,-1.1318608615565300e+05,-2.3265479808458185e+04,1.8238890667750638e+01,5.7543749054692626e+00,-1.5581323122585313e+00,1,1.0051219675000000e+16,9.0987989192999999e+02,9.1700000000000000e+02,4.7739935255000005e+06,2.1472761450000000e+05,2.5000000000000000e+04
1237,5.6179261159658432e+04,-8.9487911155700684e+04,-3.1544903788458178e+04,1.4374442897750669e+01,9.2857775054693548e+00,-1.4175819690985314e+00,1,1.0051219675000000e+16,9.0983940260999998e+02,9.1700000000000000e+02,4.6096369425999997e+06,2.1542401990000001e+05,2.5000000000000000e+04
1238,6.5254765159606934e+04,-6.7185558155655861e+04,-2.1209708338458178e+04,1.0854743067749951e+01,1.0756749965469339e+01,-1.3342439323585313e+00,1,1.0051219675000000e+16,9.0978203177000000e+02,9.1700000000000000e+02,4.1248031351000001e+06,2.1571098311000000e+05,2.5000000000000000e+04
1239,7.7363483159780502e+04,-7.9094876155734062e+04,-4.1817374978458189e+04,1.2626030297750731e+01,1.2850476005469318e+01,-1.5260840801785314e+00,1,1.0051219675000000e+16,9.0958099646999995e+02,9.1700000000000000e+02,1.6146585870000001e+06,2.1446168406000000e+05,2.5000000000000000e+04
1240,9.6034180159807205e+04,-8.5845700155735016e+04,-4.8975008728458168e+04,1.3697355597750175e+01,1.5904162695469381e+01,-1.7587428650285313e+00,1,1.0051219675000000e+16,9.0962609411000005e+02,9.1700000000000000e+02,2.2838445010000002e+06,2.1503689697000000e+05,2.5000000000000000e+04
1241,9.2597923159599304e+04,-6.4147193155646324e+04,-5.2483372858458170e+04,1.0114208637750380e+01,1.5351820305469346e+01,-1.5784816661885315e+00,1,1.0051219675000000e+16,9.0980193929999996e+02,9.1700000000000000e+02,4.1449114667000002e+06,2.1520003601000001e+05,2.5000000000000000e+04
1242,1.0075624015974998e+05,-3.4835040155649185e+04,-6.7586670298458164e+04,5.1334619077506431e+00,1.6888582075469344e+01,-1.3112850698185314e+00,1,1.0051219675000000e+16,9.0968154231999995e+02,9.1700000000000000e+02,3.1581299166000001e+06,2.1588698113999999e+05,2.5000000000000000e+04
1243,8.6698238159656525e+04,-2.0675324155688286e+04,-5.7815180658458179e+04,2.8681589977504700e+00,1.4513291185469257e+01,-1.1508118655365314e+00,1,1.0051219675000000e+16,9.0945965708000006e+02,9.1700000000000000e+02,1.1237380723000001e+06,2.1655153091999999e+05,2.5000000000000000e+04
1244,8.3695758159637451e+04,3.3438088443279266e+03,-5.4157888858458173e+04,-1.2963528622494778e+00,1.4048195995469314e+01,-9.4709366981853138e-01,1,1.0051219675000000e+16,9.0976113654000005e+02,9.1700000000000000e+02,4.4951501948999995e+06,2.1733458494999999e+05,2.5000000000000000e+04
1245,7.9968204159736633e+04,3.1617522844314575e+04,-5.4198955808458180e+04,-5.9423629422499289e+00,1.3513953605469283e+01,-6.0303666461853134e-01,1,1.0051219675000000e+16,9.0956213631000003e+02,9.1700000000000000e+02,2.5682947426000000e+06,2.1764783071000001e+05,2.5000000000000000e+04
1246,6.5927223159790039e+04,3.6719358844280243e+04,-5.0643185358458170e+04,-6.6669027622492649e+00,1.1187034775469328e+01,-4.6976030730853136e-01,1,1.0051219675000000e+16,9.0972463787000004e+02,9.1700000000000000e+02,4.5737558597999997e+06,2.1859227486999999e+05,2.5000000000000000e+04
1247,7.6143423159599304e+04,6.6997460844278336e+04,-5.0696675478458172e+04,-1.1452114102249652e+01,1.2938191835469297e+01,-3.9597268346853132e-01,1,1.0051219675000000e+16,9.0966315416999998e+02,9.1700000000000000e+02,4.2377287630000003e+06,2.1940964533000000e+05,2.5000000000000000e+04
1248,5.3508815159797668e+04,6.5783663844347000e+04,-5.1005617288458190e+04,-1.1274735612249970e+01,9.1407709354692770e+00,-2.0929978776853142e-01,1,1.0051219675000000e+16,9.0964541152000004e+02,9.1700000000000000e+02,4.7312409245999996e+06,2.2128611309999999e+05,2.5000000000000000e+04
1249,2.6983345159769058e+04,7.6817351844310760e+04,-3.7394840558458178e+04,-1.3039297182249356e+01,4.5655719554692951e+00,1.2925388166146856e-01,1,1.0051219675000000e+16,9.0940447354000003e+02,9.1700000000000000e+02,2.5350994443000001e+06,2.2204469305999999e+05,2.5000000000000000e+04
1250,1.8717592159748077e+04,1.3808718584430218e+05,-4.4793896308458177e+04,-2.3500942992249293e+01,3.2040849354692682e+00,5.3381132796146868e-01,1,1.0051219675000000e+16,9.0939673874000005e+02,9.1700000000000000e+02,3.3549171321999999e+06,2.2454371599999999e+05,2.5000000000000000e+04
1251,1.8803294159650803e+04,-6.5779016155719757e+04,-1.8966228567145817e+05,9.0856180477503585e+00,4.0685264354693800e+00,-6.3186375929853145e-01,1,1.0051219675000000e+16,9.1042581805999998e+02,9.1700000000000000e+02,5.3052178055000000e+07,3.3350245136000001e+05,2.5000000000000000e+04
1252,-1.3224205484032631e+05,1.5171418984425068e+05,2.5933172361541830e+04,-2.5199574052249773e+01,-2.2637024084530708e+01,2.1008314497614684e+00,1,1.0051219675000000e+16,9.0804052926999998e+02,9.1700000000000000e+02,1.5315188318000000e+06,2.5812314939000001e+05,2.5000000000000000e+04
1253,-7.3840592840194702e+04,1.4267572984433174e+05,-9.8664212684581871e+03,-2.3784474762249374e+01,-1.2534591864530626e+01,1.5196638833614686e+00,1,1.0051219675000000e+16,9.0928220433000001e+02,9.1700000000000000e+02,1.4496721464000000e+06,2.2250918914000000e+05,2.5000000000000000e+04
1254,-1.4971183584022522e+05,7.3790042844295502e+04,-5.7532512384581787e+03,-1.2107401472249876e+01,-2.4776443704530607e+01,2.0017058537614689e+00,1,1.0051219675000000e+16,9.0942299872000001e+02,9.1700000000000000e+02,1.8363259668000001e+06,2.1957519123999999e+05,2.5000000000000000e+04
1255,-1.4302255284023285e+05,-1.3433760155677795e+04,5.6076955015418353e+03,2.4056043477503408e+00,-2.3305967614530687e+01,2.0804973059614689e+00,1,1.0051219675000000e+16,9.0952551089999997e+02,9.1700000000000000e+02,2.4191265122000002e+06,2.1827610488000000e+05,2.5000000000000000e+04
1256,-1.3695307184028625e+05,-6.2836389155745506e+04,4.2066773115418036e+03,1.0461284987750332e+01,-2.2115010534530597e+01,2.0584131825614689e+00,1,1.0051219675000000e+16,9.0951611728000000e+02,9.1700000000000000e+02,2.1801837100000000e+06,2.1787963423000000e+05,2.5000000000000000e+04
1257,-1.0247160484027863e+05,-6.6701342155694962e+04,4.6951839615417994e+03,1.1187360727750274e+01,-1.6546634714530683e+01,1.2655428492614684e+00,1,1.0051219675000000e+16,9.0962518340999998e+02,9.1700000000000000e+02,3.1284280641000001e+06,2.1740901504000000e+05,2.5000000000000000e+04
1258,-8.9092005840301514e+04,-8.3424655155658722e+04,-7.7259326284581912e+03,1.3839432857750580e+01,-1.4274068574530702e+01,7.5767456486146867e-01,1,1.0051219675000000e+16,9.0963031738999996e+02,9.1700000000000000e+02,2.7811050698000002e+06,2.1629798658000000e+05,2.5000000000000000e+04
1259,-6.9726915840387344e+04,-1.1565151015567780e+05,-1.0793123288458184e+04,1.8915477917750650e+01,-1.1133586854530677e+01,-9.3493623938531334e-02,1,1.0051219675000000e+16,9.0945662420999997e+02,9.1700000000000000e+02,7.7449551031000004e+05,2.1566750706000000e+05,2.5000000000000000e+04
1260,-4.3358564840316772e+04,-1.0922709915566444e+05,-1.6913989218458184e+04,1.7753683027750412e+01,-6.9929402545307084e+00,-5.3946628363853133e-01,1,1.0051219675000000e+16,9.0986963631000003e+02,9.1700000000000000e+02,5.1404379090000000e+06,2.1603726014999999e+05,2.5000000000000000e+04
1261,-2.2668488840341568e+04,-1.2162428615570068e+05,-2.3037087658458186e+04,1.9577210877750076e+01,-3.8127361145307077e+00,-1.0398740353685314e+00,1,1.0051219675000000e+16,9.0970782071999997e+02,9.1700000000000000e+02,3.2189212738999999e+06,2.1530772427999999e+05,2.5000000000000000e+04
1262,-1.5534794840335846e+04,-9.7224391155719757e+04,-1.0978613528458169e+04,1.5758655377750074e+01,-2.6166623745306197e+00,-7.1693928589853129e-01,1,1.0051219675000000e+16,9.0969630455000004e+02,9.1700000000000000e+02,3.4365360632000002e+06,2.1624003576000000e+05,2.5000000000000000e+04
1263,2.4929251596927643e+03,-1.1324388115572929e+05,-2.7936540578458167e+04,1.8075558647750768e+01,3.1087675546939408e-01,-1.2057813814435314e+00,1,1.0051219675000000e+16,9.0977512066999998e+02,9.1700000000000000e+02,3.8764136949999998e+06,2.1521788464000000e+05,2.5000000000000000e+04
1264,1.7597961159706116e+04,-1.0921976515567303e+05,-4.3711696218458179e+04,1.7250061367750277e+01,2.8891164754693364e+00,-1.2462852823585313e+00,1,1.0051219675000000e+16,9.0966495902999998e+02,9.1700000000000000e+02,2.6622657708000001e+06,2.1498171963000001e+05,2.5000000000000000e+04
1265,3.3255427159786224e+04,-8.6667701155662537e+04,-3.2806001978458167e+04,1.3818018427750758e+01,5.4792472754693335e+00,-1.1757919583735315e+00,1,1.0051219675000000e+16,9.0958749367999997e+02,9.1700000000000000e+02,1.7697683769000000e+06,2.1470762507000001e+05,2.5000000000000000e+04
1266,4.4095263159751892e+04,-6.6002921155691147e+04,-2.7298730958458182e+04,1.0610770517750097e+01,7.2780133554693975e+00,-1.0641676409765313e+00,1,1.0051219675000000e+16,9.0985683796000001e+02,9.1700000000000000e+02,5.3048212747000000e+06,2.1685823426000000e+05,2.5000000000000000e+04
1267,6.2540183159828186e+04,-6.9486521155714989e+04,-4.8197717558458186e+04,1.0966300087749914e+01,1.0432185635469295e+01,-1.2362554943685313e+00,1,1.0051219675000000e+16,9.0964369724999995e+02,9.1700000000000000e+02,2.4403639139000000e+06,2.1497058585999999e+05,2.5000000000000000e+04
1268,6.3701709159612656e+04,-7.2924001155734062e+04,-6.6908099328458164e+04,1.1325883497750510e+01,1.0682948935469312e+01,-1.2608518943385314e+00,1,1.0051219675000000e+16,9.0976785588999996e+02,9.1700000000000000e+02,3.8497548522999999e+06,2.1535067429000000e+05,2.5000000000000000e+04
1269,7.3488738159656525e+04,-5.1883377155661583e+04,-5.7845152718458179e+04,7.9819611877501302e+00,1.2314668915469269e+01,-1.1981154059015313e+00,1,1.0051219675000000e+16,9.0978392893000000e+02,9.1700000000000000e+02,4.0077056571999998e+06,2.1533174880999999e+05,2.5000000000000000e+04
1270,8.4673838159799576e+04,-4.1160016155719757e+04,-7.1975227868458169e+04,6.0960552677506712e+00,1.4212108495469352e+01,-1.2308561629385313e+00,1,1.0051219675000000e+16,9.0968368859999998e+02,9.1700000000000000e+02,3.0903828560000001e+06,2.1563769894000000e+05,2.5000000000000000e+04
1271,8.5653451159715652e+04,-1.6662097155690193e+04,-7.7542038538458175e+04,1.9948796177504846e+00,1.4439340135469251e+01,-1.0530519639325313e+00,1,1.0051219675000000e+16,9.0969004543000005e+02,9.1700000000000000e+02,3.3192566386000002e+06,2.1609246554999999e+05,2.5000000000000000e+04
1272,6.9915625159740448e+04,-2.5948551557064056e+03,-6.8219372488458175e+04,-2.4015879224953096e-01,1.1743862765469316e+01,-8.7249645182853142e-01,1,1.0051219675000000e+16,9.0973492274000000e+02,9.1700000000000000e+02,4.0341975304999999e+06,2.1680062802999999e+05,2.5000000000000000e+04
1273,7.7630831159830093e+04,2.5774996844291687e+04,-7.1989181268458167e+04,-5.0666491822494208e+00,1.3208525245469332e+01,-6.9024692225853135e-01,1,1.0051219675000000e+16,9.0963790329999995e+02,9.1700000000000000e+02,3.4506095872999998e+06,2.1794190830000001e+05,2.5000000000000000e+04
1274,6.6723562159776688e+04,3.7995241844296455e+04,-8.3601742248458177e+04,-7.0100331522498891e+00,1.1518172145469293e+01,-4.8415116583853135e-01,1,1.0051219675000000e+16,9.0952376300000003e+02,9.1700000000000000e+02,2.6228080085999998e+06,2.1889181013999999e+05,2.5000000000000000e+04
1275,6.1255926159620285e+04,5.1419296844244003e+04,-6.7849631718458171e+04,-9.0903639622492847e+00,1.0539581485469284e+01,-3.2240697762853132e-01,1,1.0051219675000000e+16,9.0951379487999998e+02,9.1700000000000000e+02,2.3968208015999999e+06,2.1854768680000000e+05,2.5000000000000000e+04
1276,4.3310809159755707e+04,6.7117182844281197e+04,-7.3491614238458191e+04,-1.1686650522249693e+01,7.6459707854693306e+00,-1.0928052623853146e-01,1,1.0051219675000000e+16,9.0950407451000001e+02,9.1700000000000000e+02,2.8137770989999999e+06,2.1998304274999999e+05,2.5000000000000000e+04
1277,2.5782061159610748e+04,8.1418320844292641e+04,-5.9371708828458184e+04,-1.3931822522249604e+01,4.5727449954692929e+00,1.5772222126146862e-01,1,1.0051219675000000e+16,9.0949466226000004e+02,9.1700000000000000e+02,3.2952263742000000e+06,2.2158897740999999e+05,2.5000000000000000e+04
1278,2.6245089159727097e+04,1.1561257884430885e+05,-4.7792197368458175e+04,-1.9643861822249164e+01,4.5141487454692424e+00,3.0111800196146854e-01,1,1.0051219675000000e+16,9.0942016937000005e+02,9.1700000000000000e+02,3.7942636357000000e+06,2.2509761786999999e+05,2.5000000000000000e+04
1279,1.4878362215971947e+05,-1.3365223015570641e+05,-2.1681645308458188e+04,2.1862732037750902e+01,2.4762545645469345e+01,-2.8783791678385313e+00,1,1.0051219675000000e+16,9.0894765647999998e+02,9.1700000000000000e+02,8.5678978243000002e+05,2.3038770838000000e+05,2.5000000000000000e+04
1280,5.3832431159734726e+04,7.4965580844283104e+04,-9.0545814688458166e+04,-1.3148066062249200e+01,9.5252767954692672e+00,-1.4968297077853132e-01,1,1.0051219675000000e+16,9.0951995213999999e+02,9.1700000000000000e+02,3.1497866235000002e+06,2.2046464126999999e+05,2.5000000000000000e+04
1281,4.7785377159595490e+04,9.2906443844318390e+04,-8.6043737718458171e+04,-1.6029849242249838e+01,8.5215656954693486e+00,-2.7783524538531390e-02,1,1.0051219675000000e+16,9.0938474285999996e+02,9.1700000000000000e+02,2.3490264079000000e+06,2.2208936033000000e+05,2.5000000000000000e+04
1282,4.0396351597309113e+03,1.1807926184427738e+05,-8.2135046428458183e+04,-2.0336480212249626e+01,1.0844894854693621e+00,5.2647000186146853e-01,1,1.0051219675000000e+16,9.0945649388000004e+02,9.1700000000000000e+02,3.4767395304000000e+06,2.2318043692000001e+05,2.5000000000000000e+04
1283,1.3398366315984726e+05,4.3295825844287872e+04,-6.0088800928458164e+04,-8.1451585222494032e+00,2.2529058865469324e+01,-9.3686823392853136e-01,1,1.0051219675000000e+16,9.0921267106000005e+02,9.1700000000000000e+02,6.1928787285000002e+06,2.3768094313999999e+05,2.5000000000000000e+04
1284,4.2066271159648895e+04,1.8731868084430695e+05,-1.7332165048458177e+04,-3.1728314322249389e+01,6.8887687054692606e+00,7.5267335926146872e-01,1,1.0051219675000000e+16,9.0921504809999999e+02,9.1700000000000000e+02,1.9290677294000001e+06,2.2575434941000000e+05,2.5000000000000000e+04
1285,-1.6833795684027672e+05,4.9526681844353676e+04,-1.4747640008458169e+04,-8.2481504222496369e+00,-2.7601444404530753e+01,2.1559420749614686e+00,1,1.0051219675000000e+16,9.0935374096999999e+02,9.1700000000000000e+02,1.1148341296000001e+06,2.1954179746000000e+05,2.5000000000000000e+04
1286,-1.5330543984031677e+05,1.5225053844332695e+04,2.2841563015418360e+03,-2.3632986122493094e+00,-2.5153625144530679e+01,2.2088502846614686e+00,1,1.0051219675000000e+16,9.0950302177000003e+02,9.1700000000000000e+02,2.7562466269000000e+06,2.1985315218999999e+05,2.5000000000000000e+04
1287,-1.4127790184020996e+05,-3.9142069155693054e+04,-2.6789577584581566e+03,6.5856536477504051e+00,-2.2674793444530678e+01,1.9525389334614685e+00,1,1.0051219675000000e+16,9.0952682609999999e+02,9.1700000000000000e+02,2.4002739202999999e+06,2.1818627877999999e+05,2.5000000000000000e+04
1288,-1.2117695884037018e+05,-5.9095386155724525e+04,-1.5740669568458165e+04,9.8251828077500249e+00,-1.9162185824530638e+01,1.5842493513614688e+00,1,1.0051219675000000e+16,9.0946338115000003e+02,9.1700000000000000e+02,2.0076020906000000e+06,2.1890145860000001e+05,2.5000000000000000e+04
1289,-7.4771814840316772e+04,-9.1555909155726433e+04,-1.7236408468458190e+04,1.5000297837750622e+01,-1.1935597604530699e+01,4.0138707726146872e-01,1,1.0051219675000000e+16,9.0969371631000001e+02,9.1700000000000000e+02,3.5168207020999999e+06,2.1653673413999999e+05,2.5000000000000000e+04
1290,-6.6704730840206146e+04,-9.8177562155723572e+04,-2.9171319318458176e+04,1.5912250217750625e+01,-1.0571909494530701e+01,-4.5540442438531281e-02,1,1.0051219675000000e+16,9.0971690266999997e+02,9.1700000000000000e+02,3.6999500690000001e+06,2.1638527103999999e+05,2.5000000000000000e+04
1291,-3.8138336840152740e+04,-9.0292295155644417e+04,-2.3078430368458183e+04,1.4631220767750165e+01,-6.0709424945306409e+00,-3.5300431233853136e-01,1,1.0051219675000000e+16,9.0952095075000000e+02,9.1700000000000000e+02,1.6337613047000000e+06,2.1622387503000000e+05,2.5000000000000000e+04
1292,-2.8074581840276718e+04,-8.2216791155695915e+04,-2.8662693598458165e+04,1.3237758177750038e+01,-4.4380980945306874e+00,-4.0223585184853139e-01,1,1.0051219675000000e+16,9.0975556357999994e+02,9.1700000000000000e+02,4.3193382252000002e+06,2.1700493031000000e+05,2.5000000000000000e+04
1293,-1.9549406840324402e+04,-1.0442156915569305e+05,-3.6305691388458188e+04,1.6603548117750506e+01,-3.1729177845306822e+00,-7.8871512678853140e-01,1,1.0051219675000000e+16,9.0959372922000000e+02,9.1700000000000000e+02,2.2615621214999999e+06,2.1589629196999999e+05,2.5000000000000000e+04
1294,1.1805111596584320e+03,-1.0607138615572453e+05,-5.2598901568458183e+04,1.6584419347750554e+01,2.3194565546930335e-01,-1.0507334520195313e+00,1,1.0051219675000000e+16,9.0966036185999997e+02,9.1700000000000000e+02,2.9129567332000001e+06,2.1580893332000001e+05,2.5000000000000000e+04
1295,1.2042390159606934e+04,-8.9318660155653954e+04,-3.6547081948458188e+04,1.4200436377750520e+01,1.9219000554693366e+00,-9.5724298364853133e-01,1,1.0051219675000000e+16,9.0967362242000002e+02,9.1700000000000000e+02,3.1434025776999998e+06,2.1607154514000000e+05,2.5000000000000000e+04
1296,2.5116921159744263e+04,-8.7051694155693054e+04,-5.5186456448458164e+04,1.3632153967750128e+01,4.2959792154694014e+00,-1.0281039007305313e+00,1,1.0051219675000000e+16,9.0988042217999998e+02,9.1700000000000000e+02,4.8279757189999996e+06,2.1486242230000001e+05,2.5000000000000000e+04
1297,4.4186049159765244e+04,-8.4508317155718803e+04,-5.7802883678458165e+04,1.3311729527750686e+01,7.4187591554692744e+00,-1.1688453287145313e+00,1,1.0051219675000000e+16,9.0961706964999996e+02,9.1700000000000000e+02,2.2602657642000001e+06,2.1522828438999999e+05,2.5000000000000000e+04
1298,3.8995056159734726e+04,-6.2371046155691147e+04,-5.0331573638458183e+04,9.7645121877503698e+00,6.5369443154693272e+00,-9.3887179406853138e-01,1,1.0051219675000000e+16,9.0983904990999997e+02,9.1700000000000000e+02,4.7463027284000004e+06,2.1581360806999999e+05,2.5000000000000000e+04
